SessionID,CommandID,Time,Type,Data
56ae806af7ff8a2,0,1762816844360065308,STAT_CREATED,"{""size"":88,""address"":""0x7f55755f0b40""}"
56ae806af7ff8a2,0,1762816844360066719,STAT_CREATED,"{""size"":88,""address"":""0x7f55755f0c40""}"
56ae806af7ff8a2,0,1762816844360067843,STAT_DESTROYED,"{""size"":88,""address"":""0x7f55755f0b40""}"
56ae806af7ff8a2,0,1762816844360069034,STAT_CREATED,"{""size"":88,""address"":""0x7f55755f0ca0""}"
56ae806af7ff8a2,0,1762816844360070158,STAT_CREATED,"{""size"":88,""address"":""0x7f55755f0ae0""}"
56ae806af7ff8a2,0,1762816844360071260,STAT_CREATED,"{""size"":88,""address"":""0x7f5550031900""}"
56ae806af7ff8a2,0,1762816844360072373,STAT_DESTROYED,"{""size"":88,""address"":""0x7f55755f0ae0""}"
56ae806af7ff8a2,0,1762816844360073993,STAT_DESTROYED,"{""size"":88,""address"":""0x7f55755f0ca0""}"
56ae806af7ff8a2,0,1762816844360075117,STAT_DESTROYED,"{""size"":88,""address"":""0x7f55755f0c40""}"
56ae806af7ff8a2,0,1762816844360077894,STAT_CREATED,"{""size"":88,""address"":""0x7f55755f0b40""}"
56ae806af7ff8a2,0,1762816844360079118,STAT_CREATED,"{""size"":88,""address"":""0x7f55755f0c40""}"
56ae806af7ff8a2,0,1762816844360084981,STAT_DESTROYED,"{""size"":88,""address"":""0x7f55755f0b40""}"
56ae806af7ff8a2,0,1762816844360086193,STAT_CREATED,"{""size"":88,""address"":""0x7f55755f0ca0""}"
56ae806af7ff8a2,0,1762816844360087295,STAT_CREATED,"{""size"":88,""address"":""0x7f55755f0ae0""}"
56ae806af7ff8a2,0,1762816844360088441,STAT_CREATED,"{""size"":88,""address"":""0x7f5550031b50""}"
56ae806af7ff8a2,0,1762816844360089544,STAT_DESTROYED,"{""size"":88,""address"":""0x7f55755f0ae0""}"
